,sentence,joy,trust,fear,surprise,sadness,disgust,anger,anticipation
39,John bought glasses and could see perfectly from then on.,1,1,0,1,0,0,0,0
40,Tom would gather them up and take them to recycle.,1,1,0,0,0,0,0,0
41,He made a good amount of extra money that way.,1,0,0,0,0,0,0,0
42,Yoshio was 31 years old and played modern video games.,1,1,0,0,0,0,0,0
43,One day he had a hankering to play the old classic Nintendo.,1,0,0,0,0,0,0,1
44,"He figured it was so old, it'd be sold online for very little money.",1,1,0,0,0,0,0,1
45,But Yoshio was very wrong-the console was insanely expensive!,1,1,1,1,1,1,1,1
46,It was now a collector's item instead of just a toy.,1,1,0,1,0,0,0,1
47,Gina returned to her desk from the bathroom.,1,1,1,1,1,1,1,1
48,"She saw her friends Mary, and Rita talking to each other.",1,0,0,1,0,0,0,0
49,Gina knew they had been talking about her.,0,0,1,1,1,1,1,1
50,And she knew Rita had told Mary what she promised to keep secret.,0,1,1,1,1,1,1,1
51,My parents got new jobs.,1,0,0,0,0,0,0,0
52,We packed our stuff in boxes.,1,1,0,0,1,0,0,1
53,We moved to Alabama.,0,0,1,1,1,0,0,1
54,He jumped around for the kids to entice them.,1,1,0,1,0,0,0,1
55,One child saw this action and was drawn into the monkey.,1,1,0,1,0,0,0,1
56,The kid felt like he should reward the monkey for the entertainment.,1,1,0,0,0,0,0,1
57,The kid threw some of his food over the fence to feed the monkey.,1,1,0,0,0,0,0,1
58,He called the Dog Whisperer Cesar Millan to sort out their problems.,1,1,0,0,0,0,0,1
59,Caesar said Vincent was the problem.,0,1,0,1,1,0,0,0
60,He had Vincent assert his dominance.,0,1,1,1,0,1,1,1
61,Vincent asserted his dominance right into Caesar's butt.,1,1,0,0,0,0,0,1
62,A boy pick up a rock at the beach.,1,0,0,0,0,0,0,1
63,He felt the texture and inspected it for smoothness.,0,0,0,0,0,0,0,1
64,He approved of the rock for a skipping stone.,1,1,0,0,0,0,0,1
65,The boy brought his arm back and waited for calm water.,1,0,0,0,0,0,0,1
66,During a lull he threw the stone and it skipped 11 times on the water.,1,0,0,1,0,0,0,0
67,The girl giggled as it popped open against the fridge.,1,0,0,1,0,0,0,0
68,She touched the magnet gently against the metal.,1,0,0,1,0,0,0,1
69,"She did it over and over again, laughing.",1,0,0,1,0,0,0,0
70,My foot has been itching badly since I got that mosquito bite.,0,0,0,1,1,1,1,0
71,I have been scratching the bite all day long since I got it.,0,0,0,0,0,1,1,0
72,The mosquito bit me on the bottom of my foot.,1,0,0,0,0,1,1,0
73,The ointment I put on it didn't really help much.,1,1,0,1,0,1,1,1
74,"Tomorrow, I'll try putting a hot towel on it to decrease the swelling.",0,0,1,0,1,1,1,1
75,Margaret couldn't afford her regular eye makeup anymore.,0,0,1,1,1,1,1,0
76,So she went to the store for free samples.,0,0,0,0,1,1,1,0
77,She used the samples until they ran out.,0,0,0,0,1,1,0,0
78,Turns out she liked one of them.,1,1,0,1,0,0,0,1
79,And it was cheaper than what she usually wore!,1,1,0,1,1,1,1,1
80,I was very excited to go downtown to do some shopping.,1,0,0,0,0,0,0,1
81,I looked out the window and saw it was raining very heavily.,0,0,0,1,1,0,1,0
82,I became very sad.,0,0,0,0,1,0,0,0
83,So I stayed home by myself all day instead.,0,0,0,0,1,0,0,0
84,The Sharks goalie was hurt and couldn't play.,1,0,1,1,1,0,1,1
85,James was asked to fill in.,1,0,1,0,1,1,1,1
86,Everyone cheered him on.,1,1,0,1,0,0,0,1
87,James blocked every shot and skyrocketed to superstar status.,1,0,0,1,0,0,0,0
88,This Sunday I decided to try a new place.,1,1,0,0,0,0,0,1
89,I ate a whole pizza to myself.,1,1,0,0,0,0,0,1
90,I felt very full but satisfied.,1,0,0,0,0,0,0,0
91,I immediately fell asleep when I got home.,1,1,0,1,0,0,0,1
92,He needed a good pair of jeans at the Mall.,1,0,0,1,0,0,0,1
93,After buying his jeans he walks by an animal shop and sees a dog.,1,1,0,1,0,0,0,1
94,Shawn falls in love with the dog at the store.,1,1,0,1,0,0,0,1
95,Shawn buys the dog and the two become best friends.,1,1,0,0,0,0,0,1
96,A man was on a flight back home to his wife.,1,1,0,0,0,0,0,1
97,When suddenly the flight was canceled due to bad weather.,0,0,0,1,1,0,1,1
98,"He was stuck on the tarmac, and his wife called.",0,0,1,1,1,1,1,0
99,She was furious that he was late.,0,0,0,1,1,1,1,0
100,The man had the pilot himself tell her that it couldn't be helped.,0,0,0,1,1,1,1,0
101,Joe hates to cut his hair.,0,0,0,0,1,1,1,0
102,His hair is so long he can't see.,0,0,1,0,1,1,0,0
103,Joe wrecked his bike because he couldn't see.,0,0,1,1,1,1,1,0
104,He decided he had to get his hair cut.,0,0,0,0,1,0,0,0
105,He walked up town to the barber.,1,0,1,0,1,0,0,1
106,He wasn't paying any attention to where he was going.,1,1,0,1,0,0,0,1
107,His head was down and he mindlessly walked into a tree.,0,0,0,1,0,0,1,0
108,"His phone fell from his hands landing face down, he hoped it was ok.",0,0,1,0,0,0,0,1
109,When he picked it up he realized it had shattered into pieces.,0,0,0,0,1,1,1,0
110,Matt walked on to the bus looked for a seat.,1,1,0,1,0,0,1,1
111,He could not find any open seat so he stood.,1,0,0,1,1,0,1,0
112,A person offered his seat to Matt if he gave him $20.,1,1,0,1,0,1,1,1
113,Matt told the person that he was being unfair.,0,0,0,1,1,1,1,0
114,The person shrugged and ignored Matt for the rest of his ride.,0,0,0,0,0,1,1,0
115,Jennifer visited Florida with her grandparents.,1,1,0,0,0,0,0,0
116,"They stayed in a resort, and their room had a backyard.",1,0,0,1,0,0,0,0
117,Jennifer woke up early one day and noticed cranes out back.,1,0,0,1,0,0,0,0
118,"Excited, she ran in to get bread.",1,1,0,1,0,0,0,1
119,"The cranes are out of her hand, and she enjoyed it very much.",1,1,0,1,0,0,0,1
120,Martha was very insecure with herself,0,0,1,0,1,1,0,0
121,She had a boyfriend named Alain,0,0,1,0,1,0,0,1
122,She would constantly accuse him of cheating,0,0,1,0,1,1,1,0
123,One day things got so bad and they got in a fight,0,0,1,0,1,1,1,0
124,Alain reassured martha of his love for her and they were happy.,1,1,0,0,0,0,0,0
125,Nora's female cat ran away from home.,0,0,1,0,1,0,0,0
126,Nora was devastated!,1,0,1,1,1,0,0,1
127,"Then a neighbor returned the cat, which had been in his yard.",1,1,0,1,0,0,0,0
128,"He warned Nora that he had a male cat, but Nora only smiled.",1,1,0,1,0,0,0,0
129,She wasn't worried because she had had her cat fixed!,1,1,0,1,0,0,0,1
130,The dog wandered out on the street one day.,0,0,1,1,1,0,0,0
131,It was killed by a car.,0,0,1,1,1,1,1,0
132,She bought the same type of dog a year later.,1,0,0,0,1,0,0,1
133,She keeps a close eye on it.,0,0,1,0,0,0,0,1
134,"Monday is Barry's 45th birthday, two days away.",1,0,0,0,0,0,0,1
135,He is excited but secretly hoping there will not be a surprise party.,1,0,1,1,1,0,0,1
136,Barry's girlfriend decides this year she won't throw a party.,1,1,0,0,1,0,0,0
137,She remembered him talking about a saltwater guided fishing trip.,1,1,0,1,0,0,0,1
138,So on Monday she surprised him with the fishing trip plan and passes.,1,1,0,1,0,0,0,1
139,While on her way to school Mary's backpack broke.,0,0,1,1,1,1,1,1
140,Her books fell all over the sidewalk.,0,0,0,1,0,1,1,0
141,She decided to go to the mall the next day.,0,0,0,0,1,0,0,1
142,While searching for a new bag she found a very beautiful one.,1,0,0,1,0,0,0,1
143,The new bag is much stronger and she receives many compliments.,1,1,0,0,0,0,0,1
144,Tony had just moved into a new home.,1,0,0,0,0,0,0,0
145,He had dozens of boxes to unpack.,0,0,0,0,1,1,0,1
146,He invited his friends over to help him.,1,1,0,1,0,0,0,1
147,The work was done quickly.,1,1,0,1,0,0,0,1
148,Tony ordered pizza for his friends in appreciation.,1,1,0,1,0,0,0,1
149,I had my first kiss when I was 15.,1,1,0,0,0,0,0,1
150,The boy told me I was a bad kisser.,0,0,0,1,1,1,1,0
151,I saw him again when I was older.,0,0,1,1,1,1,1,0
152,I decided to kiss him again.,1,1,1,1,0,0,1,1
153,He was amazed at how good of a kisser I had become.,1,1,0,1,0,0,0,1
154,Mary and Ted found out they were expecting a baby.,1,1,0,1,0,0,0,1
155,They decided to turn the spare bedroom into a nursery.,1,1,1,1,0,0,0,1
156,The couple went and bought new furnishings at a baby store.,1,1,0,0,0,0,0,1
157,They decorated and repainted the room a light green.,1,1,0,1,0,0,0,1
158,The nursery was ready for when the baby arrived.,1,0,0,1,0,0,0,1
159,Julie took a large canvas tent out camping.,1,1,0,1,0,0,0,1
160,She loved the tent because it was so spacious.,1,0,0,0,0,0,0,1
161,After the first night it rained and the canvas tent started to leak.,1,0,0,1,1,1,1,0
162,She was miserable the whole time on this camping trip.,0,0,0,0,1,1,1,0
163,Julie now uses a nylon tent when she goes camping.,1,0,0,0,0,0,0,1
164,Tom was discussing music with his friends.,1,1,0,0,0,0,0,1
165,His friends asked Tom who his favorite musician was.,0,0,0,1,0,0,0,1
166,Tom said Jimi Hendrix was the best guitar player in history.,1,0,0,0,0,0,0,1
167,His friends listened to Jimi Hendrix.,1,1,0,1,0,0,0,1
168,His friends agreed.,1,1,0,0,0,0,0,1
169,She decided to make her own.,1,1,0,0,0,0,0,1
170,She gathered the materials and she found a tutorial.,1,1,0,1,0,0,0,1
171,She worked all night sewing her new hat.,1,1,0,0,0,0,0,1
172,"At work, everyone complimented her unique hat.",1,1,0,1,0,0,0,0
173,Davis never liked the idea of fishing.,0,0,0,0,0,1,1,0
174,"However, in his town all young men are expected to fish.",0,0,1,0,1,0,1,0
175,Finally Davis goes fishing for sea bass.,0,0,0,0,1,0,1,0
176,He catches a mighty sea bass on his first try.,1,1,0,1,0,0,0,0
177,Davis decides that fishing is more fun than he thought.,1,0,0,1,0,0,0,0
178,All of a sudden I noticed that I spilled some paint on the rug.,0,0,0,1,0,1,1,0
179,It was a big bright spot.,0,0,1,1,1,1,1,1
180,I tried everything to get it out.,0,0,0,0,0,1,1,1
181,Finally I decided to just put a chair over it.,1,0,1,0,1,1,1,1
182,Kate had gone swimming at the park.,1,0,0,0,0,0,0,0
183,She hadn't asked for permission from her mother.,1,0,1,1,1,0,1,0
184,Her mother found out and was very upset.,0,0,1,1,1,0,1,0
185,Kate was grounded for a week as a result.,0,0,1,0,1,1,1,0
186,Kate was stuck in the house watching boring daytime TV for a week.,1,0,0,1,1,1,1,0
187,Ned had signed up his son to play tee ball.,1,0,0,0,0,0,0,1
188,The director asked Ned to help coach the team.,1,1,0,1,0,0,0,1
189,Ned agreed to help coach the team.,1,1,0,1,0,0,0,1
190,His son enjoyed having him around.,1,1,0,1,0,0,0,1
191,"We settled on a date, time, and place.",1,0,0,0,0,0,0,1
192,"When I got there, Bobby surprised me.",1,1,0,1,0,0,0,1
193,It was a party with many of our friends for my upcoming birthday.,1,1,0,1,0,0,0,1
194,"I never suspected a thing, but it was a great evening.",1,1,0,1,0,0,0,1
195,She took the job because of the prospect of heroism.,1,1,0,1,1,0,0,1
196,"In actuality, the job mostly involved sitting around for hours on end.",0,1,0,0,1,1,1,1
197,But the boredom was punctuated by small bursts of exciting fear.,1,0,1,0,1,0,0,1
198,Overall Ynez was satisfied with her work.,1,1,0,0,0,0,0,1
199,Bill had just got a new job.,1,1,1,1,0,0,0,1
200,He was anxious about starting it.,0,0,1,0,0,0,0,1
201,"On his first day, he met a beautiful woman that he talked to.",1,0,0,1,0,0,0,1
202,She soon became his girlfriend.,1,1,0,0,0,0,0,0
203,"He totaled forgot about his nervousness, and focused on her.",1,1,0,1,0,0,0,1
204,One of my daughter's friends got married a few days ago.,1,1,0,0,0,0,0,0
205,One of her bridesmaids was depressed.,0,0,1,1,1,1,1,0
206,She had just broken up with her boyfriend.,0,0,0,1,1,1,1,0
207,She left his home and moved back in with her mom.,0,0,0,0,1,1,1,0
208,The other bridesmaids gave her their support.,0,1,0,0,1,0,0,0
209,Roger was riding his bike to work like he usually does.,1,0,0,0,0,0,0,0
210,Roger used the bike path and followed all the traffic rules.,1,1,0,0,0,0,0,1
211,"A car veered close to Roger, the driver was unaware on his phone.",0,1,1,1,1,1,1,1
212,The car turned and struck Roger on his bike!,1,1,1,1,1,1,1,1
213,Roger was okay though he only got a few bruises.,1,1,1,1,1,1,1,1
214,Teddy had a passion.,1,1,0,0,0,0,0,1
215,He had a passion to change his country for better.,1,1,0,0,0,0,0,1
216,So he ran for president.,1,1,0,0,0,0,0,1
217,Teddy told the american people what they wanted to hear.,1,1,0,1,0,0,0,1
218,Teddy got elected and become the president.,1,1,0,1,0,0,0,1
219,Maria saw an elderly man with a cane struggling with a bag of garbage.,0,1,0,0,1,0,0,0
220,He was walking it to the apartment complex's garbage dumpster.,0,1,0,0,1,0,1,0
221,"Maria hated the idea of a bag of trash in her car, but she felt moved.",1,1,1,1,1,1,1,0
222,She drove his trash to the dumpster for him.,1,1,0,0,1,0,0,0
223,"Passing by the Ferris Wheel, they got in line to ride.",1,0,0,0,0,0,0,1
224,Their turn finally came.,1,0,0,0,0,0,0,1
225,They gave the attendant their tickets and climbed in their car.,1,1,0,0,0,0,0,1
226,It was such a fun ride.,1,0,0,0,0,0,0,1
227,Auri was his best friend since he was very young.,1,1,0,0,0,0,0,0
228,She had a heart condition that made it hard for her to play roughly.,0,0,1,0,1,0,0,0
229,Oliver was very careful with her as he grew up.,0,1,1,0,1,0,0,1
230,"Auri lived to the old age of 15, despite the heart condition.",1,1,1,1,1,0,0,0
231,Jack has lost his cellphone.,0,0,1,0,1,0,1,0
232,He has searched the entire house multiple times.,0,0,1,0,1,0,1,0
233,Jack was beginning to worry that he might never find it.,0,0,1,1,1,1,1,1
234,He pulled his phone out of his pocket to call the phone to find it.,1,1,1,1,0,0,1,1
235,Jack suddenly realized what an idiot he had been.,1,1,0,1,1,1,1,0
236,The server gave me my food.,1,0,0,0,0,0,0,1
237,I immediately took a bite out of it.,1,0,0,0,0,0,0,1
238,"A few seconds later, I threw up on the table.",0,0,1,1,0,1,1,0
239,"When I looked into the food, I found out that it was raw.",0,0,0,1,0,1,1,0
240,The manager gave me a refund.,1,0,0,1,0,1,0,0
241,Beth is baking cookies for her daughter's party.,1,1,0,1,0,0,0,1
242,She starts with putting the dough on the pan.,1,1,0,0,0,0,0,1
243,Then she adds the chocolate chips.,1,0,0,1,0,0,0,1
244,She then puts the cookies in the oven.,1,1,0,0,0,0,0,1
245,Busy with cleaning she forgets the cookies and burns them.,1,0,0,0,1,1,1,0
246,My son loves bedtime stories.,1,1,0,0,0,0,0,1
247,My mother bought my son 20 books.,1,0,0,1,0,0,0,1
248,My son wanted all 20 books read to him.,1,1,0,0,0,0,0,1
249,I diligently read all 20 books to my child.,1,1,0,0,0,0,0,1
250,My son enjoyed his new stories being read to him.,1,1,0,0,0,0,0,0
251,Johnny loved his red and blue ball.,1,1,0,0,0,0,0,0
252,He'd spend hours kicking it around his yard.,1,1,0,0,0,0,0,1
253,One day he accidentally kicked it into his new neighbor's yard.,0,0,1,1,1,1,0,1
254,Their house was empty so he hopped the fence to retrieve the ball.,0,0,1,0,1,0,0,1
255,Once in the neighbor's yard Johnny met their mean dog Sampson.,1,1,1,1,0,0,0,1
256,Timothy caught a bass.,1,0,0,1,0,0,0,0
257,His dad was proud of him.,1,1,0,1,0,0,0,1
258,Timothy was proud too.,1,0,0,0,0,0,0,1
259,They had a good time that day.,1,1,0,0,0,0,0,0
260,Several people were walking around the mall.,1,0,0,0,0,0,0,1
261,A 12 year old kid was walking around with a butcher knife.,0,0,1,1,1,1,1,1
262,Several people noticed and decided to run away.,0,0,1,1,0,0,0,0
263,"In addition, the security guards noticed the kid.",0,0,1,1,0,1,1,1
264,They confiscated the knife and arrested him.,1,1,1,1,0,1,1,1
265,I really wanted cable television.,1,0,0,0,1,0,0,0
266,"However, I was not able to afford it.",0,0,0,0,1,0,1,0
267,I asked my friends for advice.,0,0,0,0,1,0,0,1
268,They came up with the perfect solution.,1,1,0,1,0,0,0,1
269,I could watch cable tv at their places whenever I wanted.,1,1,0,0,0,0,0,0
270,Gordo hates the idea of having to give a presentation.,0,0,1,0,1,0,0,1
271,Gordo begins drinking due to stress.,1,0,1,0,1,0,0,1
272,Gordo loses self confidence.,0,0,1,0,1,1,0,0
273,Gordo calls in sick to avoid giving a presentation.,0,0,1,0,0,0,0,1
274,Gordo loses his job.,0,0,1,0,1,1,1,0
275,There was a man who scavenged the streets in search for lost change.,0,1,1,0,1,1,1,0
276,He came across a rare quarter that was worth 50 cents.,1,0,0,1,0,0,0,0
277,He made a note of this gain for tax purposes later on in the year.,1,1,0,1,0,0,0,1
278,This quarter made the 50th dollar he found that year.,1,0,0,1,0,0,0,0
279,The man figured at that rate he'll have $60 by December.,1,0,0,0,0,0,0,1
280,Ashlynn Loved Facebook.,1,1,0,1,0,0,0,1
281,She had many different friends she chatted with daily.,1,0,0,0,0,0,0,1
282,"Her friend, Lori, made a negative comment about Donald Trump.",1,0,0,0,0,0,1,0
283,Ashlynn and Lori got into a flame war.,0,0,1,1,1,1,1,0
284,Lori deleted Ashlynn from Facebook.,0,0,0,1,0,1,1,0
285,My friend Gary claimed the pond had big carp.,1,0,1,1,0,0,0,1
286,"He tried to catch one, without success.",0,0,0,1,1,0,1,0
287,My friend said he knew that would be the case.,1,1,0,0,0,0,0,1
288,There was a snake in the grass.,0,0,1,1,0,0,1,0
289,Todd passed over the snake.,0,0,1,1,1,0,0,0
290,Todd was disgusted with the mess.,0,0,0,0,0,1,0,0
291,Tom was having a great day.,1,0,0,0,0,0,0,0
292,He was out to lunch at his favorite mexican spot.,1,1,0,1,0,0,0,1
293,He ordered 5 tacos and a burrito.,1,0,0,0,0,0,0,1
294,After lunch on the way home tom felt a tremble.,0,0,0,0,1,1,0,1
295,His stomach was about to explode!,0,0,1,1,0,1,0,1
296,Liz loved mashed potatoes.,1,1,0,1,0,0,0,1
297,She decided to make some.,1,0,0,0,0,0,0,1
298,"As she was mixing in the milk, she poured too much.",0,0,0,0,1,1,0,0
299,She was not able to scoop it out.,0,0,0,0,1,0,1,0
300,Liz had runny mashed potatoes and ate them anyway.,0,0,0,0,1,1,1,0
301,Late last night I woke up when I heard a noise.,0,0,1,1,1,0,0,1
302,It was very dark and scary in my room.,0,0,1,0,0,0,0,1
303,I checked in my closet.,1,0,1,1,0,0,0,1
304,When I looked in there I got very spooked.,1,0,1,1,0,0,0,1
305,My friend had been hiding in there the whole time.,1,0,0,1,0,0,0,0
306,Tom had an old laptop.,0,0,1,0,1,1,0,0
307,He didn't want to replace it.,0,0,0,0,1,0,0,0
308,After a while it kept breaking too much.,1,0,1,1,1,1,1,1
309,He couldn't keep fixing it.,1,0,1,1,1,0,1,1
310,Tom bought finally bought a replacement.,1,0,0,0,0,0,0,1
311,"When she arrived, Samantha had her notes out and was ready to learn.",1,1,0,0,0,0,0,1
312,"Mary came prepared, and taught Samantha the lesson.",1,1,0,0,0,0,0,1
313,Mary also helped prepare Samantha for her upcoming test.,1,1,0,1,0,0,0,1
314,"At the end, Mary was paid and went home for the evening.",1,1,0,1,0,0,0,1
315,I started to feel gross.,0,0,1,0,1,1,0,0
316,I just wanted to stop working and go home.,1,0,0,0,1,1,0,1
317,"When I got there, I took a shower.",1,0,0,0,0,0,0,1
318,I used my favorite scented shampoo.,1,1,0,0,0,0,0,1
319,It made me feel a lot better.,1,1,0,0,0,0,0,0
320,I was asked to leave.,0,0,0,1,1,0,0,1
321,There was a security guard talking to me.,1,0,1,1,0,1,1,1
322,I was in a Wal-mart parking lot.,0,0,1,1,1,1,1,0
323,My friend was with me.,0,0,1,1,1,1,1,1
324,I had decided to play her a song.,1,1,0,1,0,0,0,1
325,So she decided to go.,1,0,1,0,1,0,0,1
326,She went for a long time.,1,1,0,0,0,0,0,0
327,Thankfully she enjoyed it.,1,1,0,1,0,0,0,0
328,She wanted to go back the next week.,1,1,0,0,0,0,0,1
329,Tim went surfing.,1,1,0,0,0,0,0,1
330,He felt something brush his leg.,1,1,1,1,1,1,1,1
331,He thought it was a shark.,0,0,1,1,0,0,0,0
332,He swam to shore.,0,0,1,1,1,0,0,1
333,He told his friends the story.,0,0,1,1,0,0,0,1
334,Tom needed to get rid of some mice.,0,0,1,1,1,1,1,1
335,He did not want to use poison or traps.,1,0,0,0,1,0,0,0
336,He asked his friend what he should do.,1,1,0,0,0,0,0,1
337,His friend suggested he try adopting a cat or two.,1,1,0,1,0,0,0,1
338,"He got a cat, and his mice problem is over.",1,1,0,0,0,0,0,0
339,Andy was craving some cereal.,0,0,0,0,0,0,0,1
340,He picked out some honey oats from his pantry.,1,1,1,1,1,1,1,1
341,Andy went to the fridge to get some milk.,1,1,0,0,0,0,0,0
342,Andy smelled the milk and noticed it was spoiled.,0,0,1,1,1,1,1,1
343,Andy settled with munching on raw cereal.,0,0,0,1,1,1,1,1
344,He saw an old farmhouse and decided to explore it.,1,0,1,1,0,0,0,1
345,He went inside the front door and it was so dark.,0,0,1,0,0,0,0,1
346,He tripped over some plaster on the floor and fell down.,1,1,0,1,0,0,1,1
347,Shawn knew he should have brought a flashlight!,0,0,0,1,1,0,1,0
348,He wanted to sell lemonade.,1,0,0,0,0,0,0,1
349,She wanted to help him.,1,1,0,0,0,0,0,1
350,She bought a stand on Amazon for $99.,1,1,0,0,0,0,0,1
351,I was highly amused.,1,0,0,1,0,0,0,1
352,Kay was new to using coupons when shopping.,1,1,1,1,1,1,1,1
353,At checkout she was tired so she went quickly.,0,0,0,0,1,1,1,0
354,When she got to her car she realized she forgot to use her coupons.,0,0,0,1,1,1,1,0
355,Kay was upset since the coupons would have saved her $5.,0,0,0,1,1,1,1,0
356,Tom loved to drunk alcohol.,1,1,0,0,0,0,0,1
357,He also loved to drink and drive.,1,0,0,0,1,1,0,1
358,Tom decided to get more careless one day.,1,1,0,0,0,0,0,1
359,Tom drive straight into a tree.,0,0,1,1,1,1,1,1
360,"Now, drunk Tom is no longer alive.",1,1,1,1,1,1,1,1
361,Jack was taking an important test.,0,1,0,0,0,0,0,1
362,He was really scared he was going to do bad.,0,0,1,0,1,0,0,1
363,He had a bad feeling about his answers.,0,0,1,1,1,1,0,1
364,The next day the scores were handed out.,0,0,1,0,0,0,0,1
365,Jack was instantly relieved to see he got a 99%.,1,0,0,1,0,0,0,0
366,Sarah walked a mile to get to Chick-Fil-A.,0,1,0,1,0,0,0,1
367,It was exceptionally hot outside.,1,0,0,0,1,1,1,1
368,She was so sick from the heat when she got there.,1,0,0,0,1,1,0,0
369,She felt too sick to eat!,0,0,1,0,1,1,0,0
370,So she just ordered a lemonade.,0,0,0,0,1,1,1,0
371,Everyday Biscuit hopped at the glass hoping to be chosen.,1,0,0,0,1,0,0,1
372,A little girl walked through the shelter.,0,0,0,0,1,1,0,0
373,The little girl pointed at Biscuit!,1,1,0,0,0,0,0,1
374,The little girl took Biscuit with her home!,1,1,0,0,0,0,0,1
375,I gathered my resourced and headed out.,1,0,0,0,1,1,0,1
376,Including waiting for the bus it took me forty five minutes to arrive.,0,0,0,0,0,1,1,1
377,The hardware store did not have hinges in my required size.,1,0,0,0,0,1,1,0
378,I went to get the water hose.,1,1,0,0,0,0,0,1
379,I realized the dog had chewed through the hose.,0,0,0,0,1,1,1,0
380,I went to buy a new one.,0,0,0,1,0,1,1,0
381,I ended up renting a power washer instead.,1,0,0,1,1,1,1,0
382,The viewers hoped there would be a season 2.,1,0,0,1,0,0,0,1
383,Jennifer is addicted to social media on her cell phone.,0,0,1,0,1,1,0,0
384,She is on it during class instead of paying attention.,1,1,1,1,1,1,0,1
385,Her grades have been steadily declining as a result.,0,0,1,1,1,1,0,1
386,Her parents took her phone away from her until she gets her grades up.,1,0,0,1,1,0,1,1
387,Jennifer is upset but understand and gets to studying.,1,1,0,1,1,0,0,1
388,The owner was old and tired and had put the shop up to sell.,0,0,1,1,1,1,1,0
389,A prospective buyer came and made the owner an offer.,1,0,0,0,0,0,0,1
390,After mulling it over the owner decided not to sell.,0,0,0,0,1,0,0,0
391,He loved his shop too much and would rather die than sell it.,1,1,0,1,1,0,1,0
392,Millie waited to hear the sound of the ice cream truck driving by.,1,0,0,0,0,0,0,1
393,It was the first day of summer and she was hungry for ice cream!,1,1,0,0,0,0,0,1
394,But at lunch there was no ice cream man.,1,0,0,0,1,0,0,0
395,"He didn't come after dinner, either.",1,1,1,1,1,1,1,1
396,But finally at dusk he arrived and served her a big cone!,1,1,0,1,0,0,0,1
397,The weather was ugly skies were cloudy.,0,0,1,0,1,1,1,1
398,I was very skeptical of why it was not any fluffy clouds out.,0,0,0,1,0,0,0,0
399,That's when I noticed a light coming down just before dawn.,1,0,1,1,0,0,0,0
400,Directly above my house was a glow that happen to be a satellite.,1,0,1,1,0,0,0,1
401,Jerry had no money and was living with his parents.,0,0,1,0,1,1,0,0
402,"One day, Jerry decided that he would make something of himself.",0,0,0,0,1,0,0,1
403,He decided to make five-thousand dollars from Amazon Mechanical Turk.,1,0,0,0,0,0,0,1
